-8.5001775314	-34.5590904843	1
-8.5163139712	-34.5636153574	1
-8.5316229893	-34.5691395528	1
-8.5472713313	-34.5755555821	1
-8.5628011821	-34.5825509428	1
-8.5780156671	-34.5894019923	1
-8.5928009343	-34.5978471952	1
-8.6093441444	-34.6006519414	1
-8.6260750229	-34.6030041772	1
-8.6421542164	-34.6071417641	1
-8.6584788715	-34.6110525944	1
-8.6745843343	-34.6148653787	1
-8.6905136670	-34.6196930462	1
-8.7062027632	-34.6252787567	1
-8.7220671035	-34.6318448017	1
-8.7376411558	-34.6382064208	1
-8.7522392451	-34.6466103244	1
-8.7681106721	-34.6516126383	1
-8.7829302453	-34.6594145444	1
-8.7984349112	-34.6658280779	1
-8.8142913924	-34.6726774024	1
-8.8293772640	-34.6785930803	1
-8.8450210943	-34.6853028085	1
-8.8606405158	-34.6912290869	1
-8.8762395646	-34.6970860671	1
-8.8918748240	-34.7036559829	1
-8.9073258977	-34.7100370234	1
-8.9229853202	-34.7152723614	1
-8.9386380915	-34.7210197582	1
-8.9547081788	-34.7275844639	1
-8.9706669368	-34.7308451273	1
-8.9865446042	-34.7357990154	1
-9.0031350976	-34.7410273414	1
-9.0184910108	-34.7471758062	1
-9.0339681522	-34.7534493329	1
-9.0491692510	-34.7604221244	1
-9.0648391614	-34.7670359711	1
-9.0804046617	-34.7730700368	1
-9.0956876682	-34.7794832050	1
-9.1107912191	-34.7863139715	1
-9.1266721483	-34.7926430573	1
-9.1418319872	-34.7987244193	1
-9.1576675437	-34.8053324045	1
-9.1735840976	-34.8100647656	1
-9.1887461406	-34.8165107567	1
-9.2042889631	-34.8233189464	1
-9.2196125394	-34.8302343183	1
-9.2345290372	-34.8376923603	1
-9.2495579213	-34.8454857826	1
-9.2640838323	-34.8542646259	1
-9.2779046787	-34.8631483772	1
-9.2922059775	-34.8722852062	1
-9.3053961002	-34.8828780130	1
-9.3184904744	-34.8928589003	1
-9.3310559767	-34.9043183250	1
-9.3439116282	-34.9148787810	1
-9.3585780955	-34.9235475453	1
-9.3732176617	-34.9321941472	1
-9.3869088768	-34.9407866725	1
-9.4006216676	-34.9509497195	1
-9.4146006958	-34.9598895135	1
-9.4285965317	-34.9693831737	1
-9.4431091026	-34.9783325761	1
-9.4567026750	-34.9886456588	1
-9.4699611122	-34.9978235033	1
-9.4836520780	-35.0076175278	1
-9.4975248211	-35.0179848191	1
-9.5103832641	-35.0285061284	1
-9.5236300197	-35.0387111031	1
-9.5379582190	-35.0476775155	1
-9.5510346998	-35.0579130733	1
-9.5642751053	-35.0687766724	1
-9.5762702352	-35.0801828715	1
-9.5884204505	-35.0921652486	1
-9.6000252724	-35.1039129268	1
-9.6109947015	-35.1176853986	1
-9.6210335305	-35.1305914773	1
-9.6351812319	-35.1400064859	1
-9.6489245452	-35.1490883667	1
-9.6628484771	-35.1590566122	1
-9.6755898333	-35.1702515030	1
-9.6884648510	-35.1812150868	1
-9.7006840691	-35.1918948461	1
-9.7128317343	-35.2036721050	1
-9.7253811007	-35.2155989797	1
-9.7381901520	-35.2258458817	1
-9.7510162731	-35.2378186647	1
-9.7630827491	-35.2487553700	1
-9.7760551226	-35.2596683548	1
-9.7897696923	-35.2697694420	1
-9.8031038735	-35.2791327651	1
-9.8161186802	-35.2899103287	1
-9.8287530693	-35.3012111313	1
-9.8409891898	-35.3127600486	1
-9.8528171658	-35.3251272264	1
-9.8664639475	-35.3338512052	1
-9.8811922274	-35.3432175731	1
-9.8949078990	-35.3519375848	1
-9.9083460897	-35.3621008566	1
-9.9218737734	-35.3729643992	1
-9.9348370964	-35.3825732915	1
-9.9465570504	-35.3946465059	1
-9.9588773679	-35.4070499607	1
-9.9696896065	-35.4196750484	1
-9.9809499561	-35.4323433402	1
-9.9907506521	-35.4458788857	1
-10.0006802312	-35.4602389336	1
-10.0102941461	-35.4732612262	1
-10.0201209964	-35.4875480816	1
-10.0286941150	-35.5009671353	1
-10.0368050805	-35.5163673738	1
-10.0494800419	-35.5272152196	1
-10.0645519020	-35.5337757819	1
-10.0793059031	-35.5422532297	1
-10.0939849274	-35.5494243381	1
-10.1084029877	-35.5590675187	1
-10.1220782419	-35.5688248418	1
-10.1353742950	-35.5782615914	1
-10.1488058811	-35.5887663059	1
-10.1613848888	-35.5998314801	1
-10.1733480309	-35.6111821792	1
-10.1849747722	-35.6238422549	1
-10.1964311463	-35.6360155834	1
-10.2098876935	-35.6469697426	1
-10.2231413796	-35.6572708344	1
-10.2355130175	-35.6673731702	1
-10.2494799457	-35.6770235353	1
-10.2635110382	-35.6869206490	1
-10.2775837484	-35.6958592251	1
-10.2907957557	-35.7063446037	1
-10.3044086222	-35.7160441020	1
-10.3192882658	-35.7242035870	1
-10.3350391873	-35.7294806654	1
-10.3504139776	-35.7359073942	1
-10.3653440165	-35.7428404755	1
-10.3798863445	-35.7506928830	1
-10.3943911692	-35.7590164986	1
-10.4084443200	-35.7686916865	1
-10.4220195029	-35.7792365642	1
-10.4354242178	-35.7882186504	1
-10.4482180429	-35.7995633507	1
-10.4605491726	-35.8116235145	1
-10.4721462626	-35.8231233418	1
-10.4840236524	-35.8355549960	1
-10.4950142975	-35.8479459203	1
-10.5048725419	-35.8615674718	1
-10.5146334681	-35.8757304208	1
-10.5240675173	-35.8898114105	1
-10.5325411343	-35.9039901483	1
-10.5435831596	-35.9156763346	1
-10.5582358440	-35.9239345826	1
-10.5731479085	-35.9329369818	1
-10.5868672770	-35.9414520717	1
-10.6006887959	-35.9505664370	1
-10.6142910910	-35.9615812097	1
-10.6269360629	-35.9716557522	1
-10.6393186176	-35.9836317417	1
-10.6516579121	-35.9946089293	1
-10.6651456473	-36.0042836268	1
-10.6801720549	-36.0113569823	1
-10.6954608224	-36.0182977265	1
-10.7106936984	-36.0255436611	1
-10.7250716987	-36.0342525599	1
-10.7396530971	-36.0425472020	1
-10.7535475008	-36.0517832016	1
-10.7673988673	-36.0620697734	1
-10.7804208858	-36.0725364655	1
-10.7930609596	-36.0831394012	1
-10.8054293940	-36.0949623360	1
-10.8171055310	-36.1068224645	1
-10.8282834421	-36.1198089123	1
-10.8391541937	-36.1324912872	1
-10.8491313437	-36.1456961682	1
-10.8593450157	-36.1593822277	1
-10.8679993283	-36.1740055525	1
-10.8764271699	-36.1884084091	1
-10.8845147674	-36.2038449761	1
-10.8916102379	-36.2193350005	1
-10.8983903648	-36.2348211452	1
-10.9038834721	-36.2505016221	1
-10.9092094345	-36.2660439794	1
-10.9137415417	-36.2830737074	1
-10.9176844689	-36.2994778771	1
-10.9211328724	-36.3160517630	1
-10.9234558936	-36.3329320835	1
-10.9254088612	-36.3488167996	1
-10.9268457783	-36.3660394757	1
-10.9274362216	-36.3827068032	1
-10.9335585135	-36.3986112933	1
-10.9429244926	-36.4125550312	1
-10.9525655988	-36.4262274800	1
-10.9615706124	-36.4405171933	1
-10.9696398756	-36.4555900691	1
-10.9778590270	-36.4705677213	1
